half_seconds	series1_bpm	series2_bpm	series3_bpm	series4_bpm
1528	96.1538	89.596		
1529	96.3524	87.6902		
1530	96.9155	89.6041		
1531	97.7165	90.9194		
1532	98.4185	89.747		
1533	98.9979	91.4431		
1534	98.8364	90.6979		
1535	97.0679	90.012		
1536	94.6187	91.2597		
1537	93.0278	91.0376		
1538	92.8663	92.2861		
1539	93.1539	93.75		
1540	92.8473	93.75		
1541	91.9952	93.9256		
1542	91.4634	94.5287		
1543	91.888	95.2487		
1544	92.4526	96.0197		
1545	92.5023	96.6361		
1546	91.9377	96.6824		
1547	91.7013	96.4022		
1548	92.4512	96.8082		
1549	93.4344	97.4026		
1550	94.1226	97.5885		
1551	95.2395	98.0229		
1552	96.3774	98.4778		
1553	96.8531	98.6842		
1554	97.1613	98.0895		
1555	97.0029	97.6703		
1556	96.7742	98.2489		
1557	96.5285	98.9087		
1558	95.4061	98.9563		
1559	93.9985	99.3737		
1560	93.9037	100.285		
1561	94.6334	100.843		
1562	94.717	101.234		
1563	94.1607	101.351		
1564	93.3997	101.351		
1565	92.5047	101.351		
1566	93.2709	101.351		
1567	94.3758	101.351		
1568	94.0841	101.351		
1569	94.1487	101.478		
1570	94.6501	101.691		
1571	95.409	101.224		
1572	95.2292	101.356		
1573	93.9423	102.329		
1574	93.5287	102.449		
1575	92.6524	102.329		
1576	92.25	102.449		
1577	93.3476	102.329		
1578	93.8558	102.438		
1579	95.0577	102.401		
1580	97.2166	102.329		
1581	98.2805	102.449		
1582	98.4202	102.648		
1583	99.2077	103.474		
1584	100.949	103.605		
1585	102.041	102.649		
1586	101.751	102.376		
1587	101.862	103.006		
1588	101.832	103.375		
1589	100.059	103.116		
1590	97.1287	102.516		
1591	95.5414	102.405		
1592	95.5414	101.957		
1593	96.5285	102.007		
1594	98.5299	101.898		
1595	99.9256	101.101		
1596	101.523	100.807		
1597	102.74	100.005		
1598	103.015	99.7325		
1599	103.815	99.3474		
1600	104.445	99.2		
1601	104.359	99.2879		
1602	103.93	98.8		
1603	102.523	99.2647		
1604	100.039	99.2421		
1605	99.2108	96.9304		
1606	100.427	94.4622		
1607	102.017	93.4578		
1608	103.52	93.0859		
1609	103.734	92.2338		
1610	103.734	90.6098		
1611	103.734	89.5209		
1612	103.734	89.3114		
1613	103.734	89.5787		
1614	103.734	90.4447		
1615	103.734	89.8694		
1616	103.734	87.0296		
1617	88.9034	87.3377		
1618	90.5565	88.3877		
1619	92.8345	87.6678		
1620	94.6083	89.1037		
1621	95.8343	87.8354		
1622	96.8482	86.4372		
1623	97.4026	87.8435		
1624	96.7996	86.1958		
1625	95.7505	86.7307		
1626	95.1984	88.5444		
1627	95.6232	86.8069		
1628	95.3556	88.8706		
1629	95.1886	89.9819		
1630	96.297	88.7881		
1631	96.9806	91.7052		
1632	98.5935	91.5296		
1633	99.6927	91.4557		
1634	100.335	93.1282		
1635	101.107	92.0058		
1636	100.581	93.7674		
1637	100.608	93.9775		
1638	101.863	93.268		
1639	102.057	94.7561		
1640	101.09	93.2903		
1641	98.6351	94.2887		
1642	95.9158	95.7712		
1643	97.0263	93.76		
1644	98.6842	92.597		
1645	97.8285	93.9918		
1646	96.075	94.0906		
1647	94.9891	92.4208		
1648	95.2904	91.4859		
1649	96.5911	89.853		
1650	97.9768	91.6378		
1651	98.1818	93.036		
1652	97.6077	92.2068		
1653	97.541	93.5033		
1654	98.1818	92.8944		
1655	99.6777	93.2251		
1656	100.4	93.8559		
1657	100.268	92.4841		
1658	100.54	93.8923		
1659	100.522	95.5414		
1660	99.8712	95.3068		
1661	100.361	95.6357		
1662	101.068	96.4557		
1663	100.092	95.8342		
1664	98.6369	95.555		
1665	97.5	95.2308		
1666	97.9049	94.6154		
1667	97.7598	95.1801		
1668	95.0759	94.3024		
1669	93.0363	95.1835		
1670	92.9701	95.986		
1671	91.5022	95.0649		
1672	90.9403	96.3145		
1673	92.0374	97.023		
1674	91.9676	97.6986		
1675	92.8354	98.6537		
1676	94.0212	98.8594		
1677	94.125	99.2947		
1678	93.7466	99.7775		
1679	93.3517	100		
1680	93.1677	100.627		
1681	93.3983	101.05		
1682	94.148	100.946		
1683	95.3425	100.95		
1684	96.7256	100.483		
1685	98.0588	100.392		
1686	99.4869	101.34		
1687	100.69	102.024		
1688	101.221	101.826		
1689	101.524	101.786		
1690	102.218	102.256		
1691	102.74	102.262		
1692	101.49	101.663		
1693	99.1959	101.666		
1694	99.1959	102.01		
1695	99.1959	101.848		
1696	99.1959	101.503		
1697	99.1959	101.222		
1698	99.1959	100.546		
1699	99.1959	100.333		
1700	99.1959	100.668		
1701	99.1959	100.671		
1702	99.1959	100.394		
1703	99.1959	99.9365		
1704	99.1959	100.546		
1705	82.1587	101.003		
1706	84.4073	100.116		
1707	85.8818	99.6564		
1708	86.1281	99.5965		
1709	86.2069	98.9961		
1710	87.1156	98.2946		
1711	87.067	98.0392		
1712	85.0111	97.5585		
1713	82.4968	96.926		
1714	81.0811	96.4334		
1715	81.1827	95.2161		
1716	81.8509	94.3396		
1717	78.7123	94.3396		
1718	73.4366	94.3396		
1719	73.8118	94.3396		
1720	76.5512	94.3396		
1721	78.355	88.2574		
1722	79.7589	86.3564		
1723	80.3707	86.3564		
1724	80.8348	86.3564		
1725	81.7173	86.9941		
1726	83.2031	82.0202		
1727	84.8835	87.9581		
1728	85.7143	85.3241		
1729	85.8857	80.8937		
1730	85.556	84.7166		
1731	83.7363	83.6304		
1732	83.8154	85.642		
1733	84.1361	89.1566		
1734	81.4231	83.7376		
1735	79.1957	86.9536		
1736	78.5691	90.5487		
1737	78.534	85.0047		
1738	80.0584	87.7394		
1739	81.4947	89.0337		
1740	81.0259	85.6351		
1741	81.4747	85.5968		
1742	83.3899	91.3702		
1743	85.5195	98.1032		
1744	85.8953	94.8083		
1745	85.0616	88.6039		
1746	84.5662	92.5314		
1747	83.5546	94.2925		
1748	84.4518	90.631		
1749	85.0348	91.2786		
1750	82.342	92.5679		
1751	81.0624	88.7823		
1752	81.2903	85.8347		
1753	80.8731	88.4175		
1754	82.2094	89.6279		
1755	82.7825	89.3186		
1756	81.0877	88.9435		
1757	81.6285	89.5176		
1758	83.4498	90.9947		
1759	84.6325	89.2786		
1760	86.2239	87.9755		
1761	87.0016	90.3163		
1762	86.3185	89.9858		
1763	85.3119	90.4756		
1764	85.4939	92.5657		
1765	86.3644	92.963		
1766	87.2731	92.7683		
1767	90.0245	91.1843		
1768	92.0245	91.7655		
1769	92.5767	94.4978		
1770	93.653	95.1592		
1771	94.586	95.2874		
1772	95.2681	95.5414		
1773	94.5444	95.5414		
1774	94.0127	95.0762		
1775	94.5733	94.2101		
1776	93.6306	96.5736		
1777	94.067	97.9114		
1778	95.0943	96.121		
1779	94.9216	95.7692		
1780	96.1808	96.0123		
1781	98.9515	96.5087		
1782	101.739	96.7742		
1783	102.14	97.4083		
1784	101.214	98.0762		
1785	100.946	97.7563		
1786	101.177	97.4026		
1787	101.52	97.7158		
1788	102.928	98.0341		
1789	103.476	97.7002		
1790	103.333	97.0677		
1791	104.024	96.8096		
1792	104.167	97.4421		
1793	104.292	98.3075		
1794	104.583	98.63		
1795	104.441	98.6842		
1796	103.79	98.6842		
1797	101.623	98.6842		
1798	99.5679	99.0005		
1799	99.1835	99.3273		
1800	98.8567	99.5205		
